OrderNumber,OrderDate,Customer_Name_Index,Channel,Currency_Code,Warehouse_Code,Delivery_Regoin_index,Product_Index,Product_Quantity,Unit_Price,Line_Total,Total_Unit_Cost
SO - 003088,10/12/2021,22,Export,USD,GUT930,359,30,11,1553.34,17086.74,2241.8
SO - 003089,8/14/2021,12,Export,USD,FLR025,301,4,14,792.27,11091.78,1455.25
SO - 003090,7/10/2021,2,Distributor,USD,GUT930,856,9,14,1452.72,20338.08,2668.38
SO - 003091,2/15/2022,6,Wholesale,USD,AXW291,791,29,1,670.9,670.9,88.02
SO - 003092,3/25/2021,23,Export,USD,AXW291,737,4,7,2989.23,20924.61,2745.33
SO - 003093,3/10/2021,21,Export,USD,AXW291,292,10,8,2605.73,20845.84,2735
SO - 003094,2/15/2021,12,Export,USD,GUT930,589,19,5,1931.3,9656.5,1266.94
SO - 003095,2/16/2021,11,Export,USD,FLR025,154,4,13,2224.55,28919.15,3794.22
SO - 003096,6/23/2021,13,Wholesale,USD,FLR025,122,3,2,1058.83,2117.66,277.84
SO - 003097,10/18/2021,3,Distributor,USD,FLR025,742,23,7,225,1575,206.64
SO - 003098,1/1/2021,19,Distributor,USD,GUT930,270,23,15,3419.15,51287.25,6728.94
SO - 003099,5/25/2021,3,Export,USD,GUT930,212,16,8,257.21,2057.68,269.97
SO - 003100,3/21/2021,19,Wholesale,USD,AXW291,85,29,4,4774.83,19099.32,2505.85
SO - 003101,1/22/2021,18,Distributor,USD,AXW291,659,16,3,3656.17,10968.51,1439.08
SO - 003102,7/10/2021,10,Distributor,USD,GUT930,534,12,9,387.09,3483.81,457.08
SO - 003103,8/9/2021,3,Distributor,USD,AXW291,670,9,7,204.29,1430.03,187.62
SO - 003104,2/24/2022,18,Export,USD,NXH382,100,1,5,1162.32,5811.6,762.49
SO - 003105,11/20/2021,14,Distributor,USD,GUT930,121,23,13,4625.62,60133.06,7889.52
SO - 003106,8/20/2021,9,Distributor,USD,NXH382,785,27,1,3992.85,3992.85,523.87
SO - 003107,4/25/2022,7,Distributor,USD,NXH382,891,28,6,3070.93,18425.58,2417.45
SO - 003108,11/14/2021,5,Distributor,USD,FLR025,629,23,1,2764.33,2764.33,362.68
SO - 003109,9/22/2021,21,Wholesale,USD,FLR025,799,18,10,3763.36,37633.6,4937.57
SO - 003110,8/15/2021,25,Distributor,USD,FLR025,73,1,14,1629.76,22816.64,2993.57
SO - 003111,4/16/2021,10,Distributor,USD,FLR025,424,5,15,2181.13,32716.95,4292.5
SO - 003112,9/5/2021,7,Wholesale,USD,FLR025,705,16,8,1915.38,15323.04,2010.4
SO - 003113,4/24/2021,25,Export,USD,NXH382,959,3,2,4002.03,8004.06,1050.14
SO - 003114,12/4/2021,1,Distributor,USD,GUT930,188,11,6,1123.88,6743.28,884.73
SO - 003115,2/4/2021,3,Distributor,USD,NXH382,298,15,11,2004.31,22047.41,2892.64
SO - 003116,7/11/2021,6,Wholesale,USD,AXW291,204,12,6,2348.11,14088.66,1848.45
SO - 003117,7/16/2021,10,Wholesale,USD,GUT930,705,11,11,2150.23,23652.53,3103.24
SO - 003118,7/18/2021,21,Export,USD,NXH382,542,13,11,1137.07,12507.77,1641.03
SO - 003119,3/2/2022,18,Distributor,USD,AXW291,386,13,7,2408.64,16860.48,2212.11
SO - 003120,4/10/2022,23,Wholesale,USD,GUT930,96,16,4,4359.12,17436.48,2287.68
SO - 003121,3/7/2021,5,Export,USD,NXH382,431,19,4,4471.02,17884.08,2346.41
SO - 003122,2/22/2022,3,Distributor,USD,AXW291,269,15,15,4137.73,62065.95,8143.12
SO - 003123,2/25/2022,24,Distributor,USD,NXH382,74,22,8,4627.48,37019.84,4857.04
SO - 003124,5/27/2021,4,Export,USD,NXH382,151,22,15,4919.57,73793.55,9681.79
SO - 003125,7/26/2021,6,Distributor,USD,FLR025,747,1,15,4201.73,63025.95,8269.07
SO - 003126,5/26/2021,13,Wholesale,USD,GUT930,374,21,8,1200.96,9607.68,1260.54
SO - 003127,4/19/2022,25,Wholesale,USD,FLR025,152,21,14,1379.94,19319.16,2534.69
SO - 003128,9/27/2021,10,Wholesale,USD,NXH382,604,12,3,2236.58,6709.74,880.32
SO - 003129,3/14/2021,14,Wholesale,USD,NXH382,951,28,5,4900.94,24504.7,3215.04
SO - 003130,2/4/2022,16,Wholesale,USD,NXH382,232,19,1,2044.22,2044.22,268.2
SO - 003131,4/10/2022,20,Wholesale,USD,AXW291,190,13,8,261.38,2091.04,274.35
SO - 003132,4/23/2021,9,Export,USD,GUT930,716,14,14,2106.99,29497.86,3870.15
SO - 003133,4/1/2022,10,Distributor,USD,AXW291,272,17,1,2814.58,2814.58,369.28
SO - 003134,6/22/2021,19,Export,USD,GUT930,733,14,10,1266.62,12666.2,1661.82
SO - 003135,7/24/2021,7,Wholesale,USD,FLR025,388,30,7,2076.11,14532.77,1906.71
SO - 003136,3/12/2021,22,Export,USD,AXW291,54,8,10,403.9,4039,529.92
SO - 003137,8/24/2021,13,Export,USD,GUT930,753,16,11,4556.82,50125.02,6576.45
SO - 003138,4/13/2021,17,Wholesale,USD,FLR025,913,22,5,1942.92,9714.6,1274.57
SO - 003139,8/17/2021,8,Distributor,USD,GUT930,822,17,12,1326.03,15912.36,2087.72
SO - 003140,3/20/2022,23,Wholesale,USD,AXW291,600,22,1,394.91,394.91,51.81
SO - 003141,5/7/2021,25,Wholesale,USD,NXH382,236,27,14,1514.06,21196.84,2781.05
SO - 003142,11/7/2021,6,Distributor,USD,NXH382,753,25,2,253.26,506.52,66.46
SO - 003143,2/1/2022,9,Export,USD,FLR025,36,7,14,1182.39,16553.46,2171.83
SO - 003144,2/21/2022,19,Export,USD,FLR025,175,6,11,2733.42,30067.62,3944.9
SO - 003145,4/3/2022,9,Export,USD,FLR025,894,17,13,4159.85,54078.05,7095.09
SO - 003146,8/10/2021,6,Wholesale,USD,GUT930,825,26,10,2135.37,21353.7,2801.63
SO - 003147,3/12/2022,20,Distributor,USD,AXW291,37,7,15,1827.29,27409.35,3596.13
SO - 003148,11/5/2021,19,Export,USD,AXW291,743,12,9,3256.89,29312.01,3845.77
SO - 003149,5/5/2022,1,Export,USD,NXH382,531,14,4,4524.06,18096.24,2374.24
SO - 003150,4/11/2022,1,Wholesale,USD,AXW291,591,20,13,3625.25,47128.25,6183.27
SO - 003151,8/22/2021,12,Wholesale,USD,FLR025,228,29,2,2922.97,5845.94,766.99
SO - 003152,1/29/2022,3,Export,USD,NXH382,281,25,8,4339.28,34714.24,4554.54
SO - 003153,12/16/2021,13,Export,USD,NXH382,170,14,14,3430.1,48021.4,6300.46
SO - 003154,8/20/2021,24,Distributor,USD,NXH382,344,10,14,4813.76,67392.64,8841.98
SO - 003155,3/9/2022,7,Distributor,USD,GUT930,959,27,15,1753.46,26301.9,3450.84
SO - 003156,8/15/2021,21,Wholesale,USD,AXW291,463,28,8,2819.25,22554,2959.11
SO - 003157,2/14/2021,13,Wholesale,USD,AXW291,131,13,7,4483.15,31382.05,4117.36
SO - 003158,3/22/2022,3,Distributor,USD,NXH382,345,25,11,3053.6,33589.6,4406.99
SO - 003159,8/15/2021,14,Export,USD,AXW291,230,16,9,3879.79,34918.11,4581.29
SO - 003160,4/13/2021,15,Wholesale,USD,GUT930,360,4,9,2620.38,23583.42,3094.17
SO - 003161,3/14/2022,11,Distributor,USD,NXH382,504,7,4,590.07,2360.28,309.67
SO - 003162,8/24/2021,11,Wholesale,USD,NXH382,456,12,8,2461.21,19689.68,2583.31
SO - 003163,1/16/2021,17,Wholesale,USD,AXW291,690,3,8,3662.96,29303.68,3844.67
SO - 003164,6/1/2021,22,Export,USD,AXW291,469,10,5,644.17,3220.85,422.58
SO - 003165,4/17/2022,10,Wholesale,USD,AXW291,931,6,4,515.08,2060.32,270.32
SO - 003166,2/9/2021,18,Distributor,USD,AXW291,212,18,13,2348.48,30530.24,4005.6
SO - 003167,7/12/2021,12,Export,USD,AXW291,161,12,10,2547.33,25473.3,3342.12
SO - 003168,6/15/2021,11,Wholesale,USD,GUT930,998,14,11,2377.08,26147.88,3430.63
SO - 003169,2/13/2022,16,Wholesale,USD,NXH382,796,18,4,1739.81,6959.24,913.06
SO - 003170,7/21/2021,21,Wholesale,USD,GUT930,44,4,15,1708.97,25634.55,3363.28
SO - 003171,11/3/2021,12,Distributor,USD,FLR025,241,20,2,1745.17,3490.34,457.94
SO - 003172,4/27/2022,3,Wholesale,USD,AXW291,182,25,9,2564.46,23080.14,3028.14
SO - 003173,3/27/2021,1,Distributor,USD,FLR025,693,1,11,4089.2,44981.2,5901.58
SO - 003174,3/18/2021,15,Distributor,USD,AXW291,167,25,3,461.94,1385.82,181.82
SO - 003175,4/23/2022,1,Distributor,USD,NXH382,706,21,1,3150.21,3150.21,413.31
SO - 003176,8/10/2021,15,Export,USD,AXW291,950,30,12,226.8,2721.6,357.08
SO - 003177,11/4/2021,24,Distributor,USD,FLR025,646,22,8,3456.68,27653.44,3628.16
SO - 003178,11/6/2021,14,Wholesale,USD,FLR025,232,4,13,3941.1,51234.3,6721.99
SO - 003179,1/22/2022,2,Export,USD,FLR025,389,4,9,4204.19,37837.71,4964.35
SO - 003180,1/23/2022,20,Wholesale,USD,NXH382,86,23,13,2725.8,35435.4,4649.16
SO - 003181,1/18/2022,20,Export,USD,GUT930,84,23,2,4901.26,9802.52,1286.1
SO - 003182,8/14/2021,10,Wholesale,USD,AXW291,541,12,9,4512.34,40611.06,5328.21
SO - 003183,12/15/2021,8,Export,USD,GUT930,892,11,5,2429.34,12146.7,1593.66
SO - 003184,12/5/2021,12,Wholesale,USD,NXH382,569,13,1,1330.14,1330.14,174.52
SO - 003185,2/27/2022,25,Wholesale,USD,FLR025,978,29,3,3869.44,11608.32,1523.02
SO - 003186,7/23/2021,19,Export,USD,FLR025,486,20,12,510.54,6126.48,803.8
SO - 003187,7/14/2021,6,Wholesale,USD,FLR025,69,19,6,2686.65,16119.9,2114.95
SO - 003188,3/31/2021,1,Export,USD,FLR025,728,25,12,4011.13,48133.56,6315.17
SO - 003189,5/13/2021,8,Export,USD,AXW291,211,23,5,3017.82,15089.1,1979.71
SO - 003190,4/7/2022,6,Export,USD,FLR025,647,5,13,4474.31,58166.03,7631.44
SO - 003191,12/17/2021,24,Distributor,USD,GUT930,875,18,7,2822.42,19756.94,2592.13
SO - 003192,2/5/2021,19,Wholesale,USD,GUT930,249,11,5,1010.55,5052.75,662.93
SO - 003193,3/24/2022,23,Wholesale,USD,FLR025,952,5,1,3243.43,3243.43,425.54
SO - 003194,11/22/2021,14,Distributor,USD,AXW291,830,12,15,3005.59,45083.85,5915.05
SO - 003195,1/4/2021,7,Wholesale,USD,FLR025,86,7,13,3746.46,48703.98,6390.01
SO - 003196,9/7/2021,7,Wholesale,USD,NXH382,442,22,13,1124.71,14621.23,1918.32
SO - 003197,12/10/2021,13,Export,USD,GUT930,594,7,10,242.37,2423.7,317.99
SO - 003198,2/7/2022,6,Export,USD,FLR025,904,8,11,832.93,9162.23,1202.09
SO - 003199,2/10/2021,3,Distributor,USD,FLR025,428,20,14,3707.64,51906.96,6810.25
SO - 003200,9/1/2021,9,Export,USD,GUT930,397,7,5,3812.14,19060.7,2500.78
SO - 003201,6/22/2021,18,Export,USD,GUT930,140,19,5,3798.79,18993.95,2492.03
SO - 003202,7/25/2021,2,Wholesale,USD,FLR025,652,19,12,1787.41,21448.92,2814.12
SO - 003203,1/24/2021,23,Export,USD,GUT930,79,3,3,2157.91,6473.73,849.36
SO - 003204,4/9/2022,4,Wholesale,USD,GUT930,509,13,3,464.45,1393.35,182.81
SO - 003205,3/21/2021,8,Distributor,USD,AXW291,419,7,4,3830.3,15321.2,2010.16
SO - 003206,2/8/2022,24,Wholesale,USD,GUT930,89,26,10,2840.83,28408.3,3727.2
SO - 003207,10/16/2021,22,Export,USD,FLR025,649,19,9,1667.61,15008.49,1969.13
SO - 003208,2/18/2021,24,Wholesale,USD,FLR025,899,8,5,4276,21380,2805.08
SO - 003209,1/16/2022,5,Wholesale,USD,GUT930,435,19,12,4936.31,59235.72,7771.79
SO - 003210,12/12/2021,3,Distributor,USD,FLR025,308,3,4,2613.97,10455.88,1371.82
SO - 003211,11/11/2021,6,Distributor,USD,NXH382,243,30,13,3644.26,47375.38,6215.7
SO - 003212,2/15/2022,7,Wholesale,USD,AXW291,177,1,5,4715.14,23575.7,3093.16
SO - 003213,3/25/2022,25,Distributor,USD,AXW291,870,11,1,3699.57,3699.57,485.39
SO - 003214,6/11/2021,18,Distributor,USD,NXH382,449,11,2,2146.74,4293.48,563.31
SO - 003215,8/9/2021,12,Distributor,USD,NXH382,305,18,2,3372.79,6745.58,885.03
SO - 003216,12/6/2021,14,Distributor,USD,AXW291,595,7,2,3289.91,6579.82,863.28
SO - 003217,7/12/2021,2,Wholesale,USD,NXH382,202,10,8,3235.96,25887.68,3396.49
SO - 003218,9/20/2021,16,Distributor,USD,AXW291,729,4,7,4445.11,31115.77,4082.42
SO - 003219,12/24/2021,12,Distributor,USD,NXH382,641,20,12,2642.24,31706.88,4159.97
SO - 003220,8/4/2021,20,Export,USD,FLR025,586,19,7,2863.53,20044.71,2629.89
SO - 003221,6/27/2021,6,Export,USD,NXH382,902,1,7,1914.16,13399.12,1757.98
SO - 003222,9/19/2021,7,Distributor,USD,AXW291,61,8,14,4195.67,58739.38,7706.67
SO - 003223,1/29/2021,6,Export,USD,GUT930,60,9,9,818.86,7369.74,966.92
SO - 003224,3/16/2021,18,Distributor,USD,FLR025,387,4,12,3496.61,41959.32,5505.11
SO - 003225,9/8/2021,18,Export,USD,AXW291,602,25,9,4032.19,36289.71,4761.25
SO - 003226,12/27/2021,2,Distributor,USD,FLR025,749,4,14,3404.86,47668.04,6254.1
SO - 003227,6/23/2021,23,Wholesale,USD,AXW291,589,3,4,4990.6,19962.4,2619.09
SO - 003228,2/5/2021,10,Wholesale,USD,NXH382,281,23,6,796.81,4780.86,627.25
SO - 003229,7/30/2021,12,Export,USD,FLR025,755,30,5,3413.22,17066.1,2239.09
SO - 003230,8/17/2021,21,Wholesale,USD,GUT930,671,3,9,4607.32,41465.88,5440.37
SO - 003231,5/4/2021,17,Wholesale,USD,AXW291,129,23,13,2686.34,34922.42,4581.86
SO - 003232,11/12/2021,8,Wholesale,USD,NXH382,347,17,11,229.69,2526.59,331.49
SO - 003233,5/8/2021,22,Distributor,USD,FLR025,354,21,10,2202.77,22027.7,2890.06
SO - 003234,7/6/2021,5,Export,USD,AXW291,943,20,4,215.96,863.84,113.34
SO - 003235,1/31/2022,16,Export,USD,GUT930,440,3,8,3425.76,27406.08,3595.71
SO - 003236,9/10/2021,23,Wholesale,USD,GUT930,414,27,6,4753.83,28522.98,3742.24
SO - 003237,4/30/2021,21,Export,USD,AXW291,80,23,1,3370.65,3370.65,442.23
SO - 003238,4/6/2022,16,Distributor,USD,GUT930,314,16,14,903.18,12644.52,1658.97
SO - 003239,5/13/2022,1,Wholesale,USD,AXW291,437,30,10,277.6,2776,364.21
SO - 003240,1/20/2021,19,Export,USD,NXH382,177,6,8,4510.25,36082,4733.99
SO - 003241,5/9/2022,3,Export,USD,GUT930,610,9,9,3110.31,27992.79,3672.68
SO - 003242,2/15/2022,12,Wholesale,USD,FLR025,917,28,11,2831.59,31147.49,4086.58
SO - 003243,12/28/2021,17,Distributor,USD,FLR025,649,7,3,4736.67,14210.01,1864.37
SO - 003244,10/29/2021,6,Wholesale,USD,NXH382,806,25,7,2216.01,15512.07,2035.2
SO - 003245,5/13/2021,6,Export,USD,NXH382,583,23,4,4927.76,19711.04,2586.11
SO - 003246,2/13/2022,10,Export,USD,AXW291,639,17,3,1888.48,5665.44,743.31
SO - 003247,2/2/2021,22,Export,USD,GUT930,481,5,11,3440.15,37841.65,4964.86
SO - 003248,5/16/2021,8,Distributor,USD,NXH382,806,7,13,346.92,4509.96,591.71
SO - 003249,7/26/2021,25,Wholesale,USD,GUT930,783,5,1,2488.85,2488.85,326.54
SO - 003250,1/8/2021,19,Distributor,USD,AXW291,867,26,3,3304.48,9913.44,1300.65
SO - 003251,6/10/2021,8,Wholesale,USD,AXW291,253,20,10,2121.05,21210.5,2782.84
SO - 003252,11/3/2021,5,Export,USD,NXH382,426,19,4,655.4,2621.6,343.96
SO - 003253,11/2/2021,14,Export,USD,GUT930,567,8,3,1847.17,5541.51,727.05
SO - 003254,2/20/2022,9,Export,USD,AXW291,611,29,3,577.9,1733.7,227.46
SO - 003255,4/6/2022,6,Wholesale,USD,FLR025,670,12,6,3069.59,18417.54,2416.4
SO - 003256,12/5/2021,25,Distributor,USD,GUT930,195,25,11,1100.73,12108.03,1588.59
SO - 003257,7/14/2021,20,Distributor,USD,GUT930,978,27,7,1350.27,9451.89,1240.1
SO - 003258,1/13/2022,4,Wholesale,USD,FLR025,8,5,14,4963.57,69489.98,9117.16
SO - 003259,6/28/2021,21,Export,USD,FLR025,36,17,11,826.6,9092.6,1192.96
SO - 003260,1/17/2021,4,Wholesale,USD,AXW291,609,28,3,435.83,1307.49,171.54
SO - 003261,8/26/2021,16,Wholesale,USD,GUT930,759,2,7,3447.48,24132.36,3166.19
SO - 003262,2/8/2022,22,Wholesale,USD,FLR025,47,7,15,3813.22,57198.3,7504.47
SO - 003263,12/26/2021,12,Export,USD,NXH382,523,14,4,101.17,404.68,53.09
SO - 003264,12/30/2021,10,Wholesale,USD,NXH382,770,2,15,677.17,10157.55,1332.68
SO - 003265,1/24/2022,6,Export,USD,FLR025,764,21,7,3005.11,21035.77,2759.91
SO - 003266,8/15/2021,7,Distributor,USD,FLR025,244,19,4,3480.44,13921.76,1826.55
SO - 003267,4/6/2022,20,Distributor,USD,AXW291,356,4,9,1840.75,16566.75,2173.57
SO - 003268,4/26/2022,4,Wholesale,USD,NXH382,939,8,6,1662.56,9975.36,1308.78
SO - 003269,2/27/2022,24,Distributor,USD,FLR025,357,24,1,871.96,871.96,114.4
SO - 003270,6/4/2021,11,Export,USD,GUT930,542,4,1,4045.98,4045.98,530.84
SO - 003271,10/17/2021,25,Distributor,USD,GUT930,489,9,7,2745.59,19219.13,2521.57
SO - 003272,4/5/2021,5,Export,USD,NXH382,526,21,14,4454.29,62360.06,8181.7
SO - 003273,11/14/2021,15,Export,USD,GUT930,475,5,15,2463.49,36952.35,4848.19
SO - 003274,3/21/2022,11,Distributor,USD,GUT930,392,15,11,593.31,6526.41,856.27
SO - 003275,11/8/2021,13,Export,USD,NXH382,14,12,14,102.96,1441.44,189.12
SO - 003276,7/27/2021,10,Wholesale,USD,AXW291,672,11,15,1686.2,25293,3318.47
SO - 003277,3/13/2022,13,Export,USD,GUT930,46,23,12,4104.23,49250.76,6461.75
SO - 003278,2/26/2022,17,Export,USD,NXH382,99,19,10,4194.59,41945.9,5503.34
SO - 003279,2/21/2022,13,Wholesale,USD,AXW291,480,7,11,2238.95,24628.45,3231.28
SO - 003280,9/6/2021,8,Wholesale,USD,NXH382,651,6,15,2331.3,34969.5,4588.03
SO - 003281,3/10/2022,4,Distributor,USD,AXW291,689,23,9,4781.75,43035.75,5646.33
SO - 003282,11/19/2021,6,Distributor,USD,NXH382,150,1,13,2140.19,27822.47,3650.34
SO - 003283,7/15/2021,6,Distributor,USD,GUT930,890,24,12,4827.75,57933,7600.87
SO - 003284,12/2/2021,11,Distributor,USD,NXH382,922,22,12,3944.79,47337.48,6210.73
SO - 003285,6/30/2021,19,Wholesale,USD,FLR025,362,19,12,1869.45,22433.4,2943.28
SO - 003286,6/18/2021,18,Distributor,USD,NXH382,804,8,10,4127.75,41277.5,5415.65
SO - 003287,12/1/2021,12,Export,USD,NXH382,698,21,4,3376.17,13504.68,1771.83
SO - 003288,9/19/2021,11,Distributor,USD,NXH382,25,28,10,1330.99,13309.9,1746.27
SO - 003289,12/7/2021,25,Distributor,USD,GUT930,234,25,2,2626.12,5252.24,689.1
SO - 003290,5/16/2021,12,Wholesale,USD,NXH382,333,11,1,3839.74,3839.74,503.78
SO - 003291,3/20/2022,25,Wholesale,USD,NXH382,560,7,6,3821.29,22927.74,3008.14
SO - 003292,1/28/2021,6,Distributor,USD,GUT930,368,5,1,3719.96,3719.96,488.06
SO - 003293,2/20/2021,2,Wholesale,USD,GUT930,624,26,2,2333.29,4666.58,612.26
SO - 003294,8/26/2021,5,Distributor,USD,AXW291,207,14,9,790.34,7113.06,933.24
SO - 003295,3/24/2021,1,Wholesale,USD,FLR025,208,30,15,497.61,7464.15,979.3
SO - 003296,1/3/2021,8,Export,USD,FLR025,54,1,3,1837.18,5511.54,723.12
SO - 003297,4/15/2022,23,Wholesale,USD,FLR025,604,28,13,712.78,9266.14,1215.73
SO - 003298,6/30/2021,17,Distributor,USD,NXH382,874,2,15,1988.73,29830.95,3913.85
SO - 003299,10/30/2021,6,Distributor,USD,GUT930,236,20,8,1098.8,8790.4,1153.31
SO - 003300,5/1/2021,21,Export,USD,GUT930,652,14,4,649.5,2598,340.86
SO - 003301,4/19/2021,15,Wholesale,USD,GUT930,552,28,6,1868.16,11208.96,1470.63
SO - 003302,1/20/2021,16,Wholesale,USD,AXW291,914,19,11,1813.39,19947.29,2617.1
SO - 003303,2/7/2022,3,Distributor,USD,NXH382,992,5,4,1543.41,6173.64,809.99
SO - 003304,8/28/2021,2,Distributor,USD,FLR025,597,22,11,3195.44,35149.84,4611.69
SO - 003305,6/24/2021,16,Wholesale,USD,AXW291,379,16,13,2202.16,28628.08,3756.03
SO - 003306,1/26/2022,4,Export,USD,NXH382,186,19,11,2261.72,24878.92,3264.14
SO - 003307,8/12/2021,20,Wholesale,USD,FLR025,832,18,14,2947.21,41260.94,5413.48
SO - 003308,3/22/2021,2,Export,USD,NXH382,709,30,10,4425.34,44253.4,5806.09
SO - 003309,1/26/2021,4,Wholesale,USD,AXW291,334,9,4,466.85,1867.4,245
SO - 003310,1/16/2022,24,Distributor,USD,AXW291,582,7,10,2853.54,28535.4,3743.87
SO - 003311,12/15/2021,17,Wholesale,USD,AXW291,52,6,2,134.56,269.12,35.31
SO - 003312,10/27/2021,14,Export,USD,NXH382,742,9,13,4592.41,59701.33,7832.87
SO - 003313,2/19/2021,11,Distributor,USD,GUT930,502,2,7,1152.71,8068.97,1058.66
SO - 003314,4/22/2021,11,Wholesale,USD,GUT930,263,4,11,2715.71,29872.81,3919.34
SO - 003315,4/1/2021,18,Wholesale,USD,GUT930,717,8,14,4407.27,61701.78,8095.34
SO - 003316,10/13/2021,5,Wholesale,USD,GUT930,89,20,13,1169.93,15209.09,1995.45
SO - 003317,4/21/2022,21,Export,USD,FLR025,741,10,14,112.87,1580.18,207.32
SO - 003318,9/11/2021,6,Wholesale,USD,AXW291,325,2,14,2054.8,28767.2,3774.29
SO - 003319,5/7/2021,18,Export,USD,GUT930,349,16,6,1319.99,7919.94,1039.1
SO - 003320,10/25/2021,16,Export,USD,FLR025,883,2,1,2672.72,2672.72,350.66
SO - 003321,4/24/2021,8,Distributor,USD,AXW291,856,11,5,2748.26,13741.3,1802.87
SO - 003322,2/15/2021,8,Distributor,USD,FLR025,636,9,3,749.54,2248.62,295.02
SO - 003323,9/7/2021,8,Export,USD,GUT930,758,16,15,3593.25,53898.75,7071.57
SO - 003324,4/17/2022,16,Wholesale,USD,AXW291,190,8,10,3291.49,32914.9,4318.47
SO - 003325,3/19/2022,9,Export,USD,NXH382,934,1,12,177.65,2131.8,279.69
SO - 003326,12/29/2021,18,Distributor,USD,GUT930,272,30,11,2426.6,26692.6,3502.1
SO - 003327,9/16/2021,5,Export,USD,GUT930,828,19,2,1273.08,2546.16,334.06
SO - 003328,2/5/2022,1,Wholesale,USD,FLR025,231,24,5,1542.89,7714.45,1012.14
SO - 003329,12/15/2021,25,Distributor,USD,NXH382,226,6,13,1117.66,14529.58,1906.3
SO - 003330,4/13/2022,14,Export,USD,GUT930,865,2,2,2117.77,4235.54,555.71
SO - 003331,7/11/2021,25,Wholesale,USD,GUT930,851,1,15,2484.5,37267.5,4889.53
SO - 003332,1/9/2021,14,Distributor,USD,FLR025,59,6,9,2361.47,21253.23,2788.45
SO - 003333,2/25/2021,20,Distributor,USD,AXW291,305,29,11,4088.17,44969.87,5900.09
SO - 003334,2/2/2022,8,Distributor,USD,NXH382,405,26,3,1624.45,4873.35,639.39
SO - 003335,11/17/2021,2,Distributor,USD,AXW291,216,6,2,1074.83,2149.66,282.04
SO - 003336,6/15/2021,16,Wholesale,USD,GUT930,955,24,5,2260.76,11303.8,1483.07
SO - 003337,12/12/2021,16,Distributor,USD,FLR025,90,26,7,4647.64,32533.48,4268.43
SO - 003338,5/12/2022,6,Distributor,USD,GUT930,459,28,6,319.24,1915.44,251.31
SO - 003339,2/21/2022,12,Distributor,USD,AXW291,118,27,15,2910.29,43654.35,5727.49
SO - 003340,5/15/2022,23,Export,USD,GUT930,523,25,4,2976.68,11906.72,1562.17
SO - 003341,4/13/2022,4,Distributor,USD,GUT930,319,27,4,1236.7,4946.8,649.03
SO - 003342,5/17/2021,21,Distributor,USD,FLR025,735,26,9,1392.43,12531.87,1644.19
SO - 003343,4/13/2022,7,Wholesale,USD,AXW291,345,21,13,2547.52,33117.76,4345.08
SO - 003344,12/16/2021,20,Wholesale,USD,GUT930,787,26,2,3971.91,7943.82,1042.24
SO - 003345,3/3/2022,25,Export,USD,GUT930,515,28,15,4021.12,60316.8,7913.63
SO - 003346,5/5/2021,14,Distributor,USD,AXW291,828,16,14,4046.43,56650.02,7432.54
SO - 003347,11/17/2021,9,Export,USD,GUT930,724,19,1,1271.33,1271.33,166.8
SO - 003348,5/5/2021,9,Wholesale,USD,AXW291,467,25,9,407.42,3666.78,481.09
SO - 003349,3/20/2022,20,Distributor,USD,FLR025,591,10,8,1226.93,9815.44,1287.8
SO - 003350,7/13/2021,9,Export,USD,FLR025,954,6,5,2252.84,11264.2,1477.87
SO - 003351,4/24/2021,4,Export,USD,GUT930,414,23,4,114.55,458.2,60.12
SO - 003352,8/25/2021,11,Wholesale,USD,NXH382,956,6,12,371.58,4458.96,585.02
SO - 003353,2/14/2022,5,Wholesale,USD,FLR025,954,11,4,412.42,1649.68,216.44
SO - 003354,9/21/2021,8,Distributor,USD,FLR025,720,24,11,3183.79,35021.69,4594.88
SO - 003355,4/30/2022,2,Export,USD,FLR025,220,18,13,2726.76,35447.88,4650.8
SO - 003356,7/7/2021,18,Export,USD,AXW291,90,25,6,4969.58,29817.48,3912.08
SO - 003357,7/4/2021,15,Export,USD,NXH382,459,14,5,1780.6,8903,1168.08
SO - 003358,7/10/2021,17,Export,USD,AXW291,632,21,10,1870.26,18702.6,2453.8
SO - 003359,1/18/2021,13,Distributor,USD,FLR025,734,21,8,188.82,1510.56,198.19
SO - 003360,12/13/2021,20,Wholesale,USD,AXW291,155,16,1,2121.22,2121.22,278.31
SO - 003361,12/10/2021,15,Distributor,USD,NXH382,902,6,14,3826.23,53567.22,7028.07
SO - 003362,12/24/2021,1,Distributor,USD,FLR025,168,9,10,1657.22,16572.2,2174.29
SO - 003363,4/5/2022,11,Wholesale,USD,FLR025,712,27,3,1723.8,5171.4,678.49
SO - 003364,1/16/2021,18,Distributor,USD,GUT930,304,7,13,4553.91,59200.83,7767.21
SO - 003365,7/14/2021,19,Export,USD,FLR025,206,7,8,1769.2,14153.6,1856.97
SO - 003366,10/18/2021,19,Distributor,USD,NXH382,172,13,6,822.34,4934.04,647.35
SO - 003367,4/29/2021,11,Wholesale,USD,NXH382,451,2,3,2106.42,6319.26,829.09
SO - 003368,10/14/2021,12,Export,USD,NXH382,216,10,2,1558.7,3117.4,409.01
SO - 003369,5/28/2021,2,Distributor,USD,NXH382,195,23,13,3483.18,45281.34,5940.96
SO - 003370,12/28/2021,13,Wholesale,USD,GUT930,613,1,3,3972.06,11916.18,1563.41
