id,name,country,state_code,state,type,latitude,longitude,area_code,population,household,median_in_land,area_water,time_zone
439,New Brandonville,Hungary,VT,Vermont,Town,43.2129,-77.1585,959,223907,80760,89009,2.82,Mountain/Denver
440,Stevenchester,Paraguay,AR,Arkansas,Village,38.8746,-96.7919,452,389098,133765,101854,2.94,Central/Chicago
441,Rebeccaborough,Brazil,WA,Washington,Village,31.3655,-106.4448,889,199474,68362,133792,3.83,Mountain/Denver
442,Port Sarashire,Togo,ME,Maine,CDP,28.2318,-102.5097,680,68219,27336,148297,4.85,Mountain/Denver
443,Benjaminborough,Uzbekistan,OH,Ohio,Hamlet,38.3362,-109.2662,420,418152,142323,117533,2.75,Pacific/Los_Angeles
444,West Ashley,Guatemala,TN,Tennessee,Hamlet,42.7277,-93.7261,652,320905,117811,129867,0.52,Central/Chicago
445,Roberttown,North Macedonia,SC,South Carolina,Town,28.8599,-91.5771,921,417941,157147,80023,0.74,Eastern/New_York
446,Port Amandashire,Isle of Man,ME,Maine,City,33.1831,-122.6464,729,293762,116071,149608,4.71,Mountain/Denver
447,Owensland,Grenada,DE,Delaware,Village,44.0527,-84.3316,287,481452,169540,90966,3.41,Central/Chicago
448,South Angel,Vietnam,WY,Wyoming,CDP,26.8286,-106.5451,729,286332,130079,84780,3.23,Eastern/New_York
449,North Jessica,Turks and Caicos Islands,TN,Tennessee,City,26.1045,-119.2681,682,261025,104694,76852,3.84,Central/Chicago
450,West Michael,United States of America,VT,Vermont,City,41.727,-84.4229,964,474315,171442,79599,3.43,Central/Chicago
451,Chrishaven,Wallis and Futuna,WI,Wisconsin,Village,29.8044,-98.5489,442,233133,111660,48227,1.43,Pacific/Los_Angeles
452,Fryefurt,Indonesia,KY,Kentucky,Village,42.0859,-73.3878,518,36744,15145,138984,4.15,Eastern/New_York
453,Williamsland,Latvia,LA,Louisiana,CDP,25.1686,-98.7421,362,395415,154635,97075,1.09,Pacific/Los_Angeles
454,Scottburgh,Australia,NJ,New Jersey,Village,42.8959,-84.3172,277,17450,6328,63420,1.95,Central/Chicago
455,Wilsonport,United States Minor Outlying Islands,SD,South Dakota,City,30.3728,-92.0652,509,119503,46225,73494,2.19,Pacific/Los_Angeles
456,Stricklandburgh,Isle of Man,TX,Texas,Hamlet,34.4229,-77.1395,938,461272,171508,102393,2.45,Mountain/Denver
457,Port Scott,Slovenia,ID,Idaho,Hamlet,42.5536,-104.7025,339,181003,80133,134777,2.24,Mountain/Denver
458,East Jenniferville,Germany,DC,District of Columbia,Village,38.9458,-86.234,622,247508,84075,43179,4.86,Pacific/Los_Angeles
459,West Kimberlymouth,Micronesia,MN,Minnesota,Hamlet,32.597,-90.8587,243,248538,122558,115040,0.67,Pacific/Los_Angeles
460,South Johnmouth,Brazil,VT,Vermont,City,40.8093,-78.9459,408,148006,62311,105166,4.62,Central/Chicago
461,Lake Jesseshire,Australia,OR,Oregon,Town,37.1977,-101.3068,529,493249,170725,107160,0.94,Pacific/Los_Angeles
462,East Robert,Hungary,NE,Nebraska,Town,36.8832,-89.1816,298,16740,7612,66728,0.54,Pacific/Los_Angeles
463,Lake Michelleville,Anguilla,WV,West Virginia,Hamlet,25.9345,-93.0219,508,188614,80338,64755,1.37,Pacific/Los_Angeles
464,Lake Sheilashire,El Salvador,NY,New York,Town,43.3443,-94.066,914,257804,96373,131115,1.98,Central/Chicago
465,Lake Theresa,Iran,NV,Nevada,Village,34.1229,-115.3066,434,5449,2024,51933,2.84,Central/Chicago
466,South Wanda,Kiribati,NM,New Mexico,Village,29.7749,-124.4681,406,164333,52216,73385,3.1,Mountain/Denver
467,Phillipfort,Belgium,IL,Illinois,Town,40.143,-123.6404,408,174791,82779,37903,3.14,Central/Chicago
468,Jaredshire,Turks and Caicos Islands,NJ,New Jersey,Hamlet,35.5269,-111.998,417,20514,7849,48910,4.71,Pacific/Los_Angeles
469,Jacobburgh,Brazil,TN,Tennessee,CDP,45.3509,-113.1152,592,341822,144785,137509,3.28,Pacific/Los_Angeles
470,West Ashleyview,Vanuatu,MI,Michigan,CDP,39.9238,-96.3706,658,67059,30186,139268,4.16,Mountain/Denver
471,Deniseland,Iceland,ND,North Dakota,Village,32.0725,-86.5292,600,329573,143670,42587,3.36,Central/Chicago
472,North Eric,Croatia,VA,Virginia,City,27.8678,-91.3443,473,263437,115308,29928,4.18,Pacific/Los_Angeles
473,Gonzalezton,Ecuador,OR,Oregon,Town,35.3715,-106.0583,734,449995,167572,46711,3.75,Eastern/New_York
474,East Jessicaside,Bangladesh,WY,Wyoming,Hamlet,47.7221,-101.3753,229,178103,58995,57535,4.54,Pacific/Los_Angeles
475,Tammyland,Belgium,DE,Delaware,City,41.5073,-89.3231,500,344201,162531,65078,1.92,Mountain/Denver
476,Bauerfurt,Aruba,NJ,New Jersey,Town,46.9534,-77.8543,416,164702,55901,36406,1.65,Pacific/Los_Angeles
477,Janetside,North Macedonia,MN,Minnesota,Village,45.2611,-101.8433,685,93935,29183,50717,0.88,Eastern/New_York
478,Lake Luisborough,Serbia,MD,Maryland,CDP,45.2371,-97.9436,325,424734,176492,65472,1.76,Central/Chicago
479,New Patrickstad,United States of America,VA,Virginia,Village,46.7556,-77.1571,304,405521,200862,87148,1.22,Mountain/Denver
480,Lake Melanieton,Vietnam,AZ,Arizona,Village,33.91,-83.3724,426,109514,44284,126234,0.65,Central/Chicago
481,North Geraldton,Norfolk Island,NH,New Hampshire,Town,31.5638,-95.7803,956,95557,29635,121692,0.44,Central/Chicago
482,Stephaniemouth,Faroe Islands,MO,Missouri,City,33.9077,-99.4449,503,407371,150814,21550,1.97,Mountain/Denver
483,Port Megan,United Kingdom,ID,Idaho,City,35.7207,-87.2392,296,46596,18075,48555,3.05,Central/Chicago
484,West Troyshire,Togo,NJ,New Jersey,Hamlet,36.3782,-113.174,486,178672,68802,122910,0.79,Mountain/Denver
485,Hawkinsburgh,Gibraltar,WA,Washington,CDP,41.9916,-67.5751,657,169848,56610,53191,0.25,Pacific/Los_Angeles
486,Lake Mark,Czech Republic,HI,Hawaii,City,26.6228,-114.8333,996,181398,84622,143946,1.22,Mountain/Denver
487,Castroside,Philippines,PR,Puerto Rico,Village,35.7345,-118.5322,595,311780,109072,66200,1.02,Central/Chicago
488,Lake Christopherberg,Lebanon,OK,Oklahoma,Village,47.1336,-98.0617,475,205651,89752,45932,1.85,Mountain/Denver
489,New Kevin,Moldova,NM,New Mexico,CDP,29.3103,-73.8179,894,496889,197148,63278,0.44,Pacific/Los_Angeles
490,Sydneyville,Cote d'Ivoire,NE,Nebraska,Town,25.3916,-87.7482,691,325988,152793,103466,2.49,Eastern/New_York
491,Whitechester,Nepal,MA,Massachusetts,Village,39.2914,-114.3717,419,93229,33477,22905,1.05,Central/Chicago
492,East Robertside,Albania,TX,Texas,CDP,46.155,-80.1404,647,37064,16490,58404,1.72,Eastern/New_York
493,Hartmanfurt,Luxembourg,LA,Louisiana,Village,47.0788,-82.9925,981,183272,90504,107032,4.7,Central/Chicago
494,Murphyshire,Croatia,SC,South Carolina,Town,29.7333,-95.5296,592,296924,110458,111461,3.7,Mountain/Denver
495,Port Stephanie,Spain,OH,Ohio,City,32.5293,-96.0778,972,453736,189208,58853,4.08,Eastern/New_York
496,Cruzland,Anguilla,AK,Alaska,Village,37.6838,-78.7601,893,29650,9655,63724,2.59,Mountain/Denver
497,East Rebekahshire,Marshall Islands,ME,Maine,Town,27.0848,-119.8423,270,6425,3133,121976,1.91,Eastern/New_York
498,Port Jacob,Georgia,MI,Michigan,Hamlet,33.5862,-105.207,864,493982,198078,40410,0.22,Eastern/New_York
499,Lake Christyshire,Saint Martin,PR,Puerto Rico,City,27.0259,-84.2324,372,389564,188713,103924,4.73,Central/Chicago
500,North Jason,Jamaica,LA,Louisiana,Town,36.5416,-113.0455,926,425815,208094,64017,4.92,Eastern/New_York
501,Lake Juliefurt,Bulgaria,AL,Alabama,Town,41.6721,-75.4118,796,75419,26614,115049,0.11,Central/Chicago
502,Crosston,Syrian Arab Republic,NV,Nevada,Town,34.4678,-104.5548,992,3437,1209,33048,1.28,Pacific/Los_Angeles
503,Haleyshire,New Caledonia,AL,Alabama,City,48.7183,-102.4458,523,89781,42877,133112,2.27,Eastern/New_York
504,New Katrina,Liechtenstein,SC,South Carolina,Town,48.6742,-104.2793,671,120725,54129,128660,4.87,Mountain/Denver
505,West Stevenshire,Tanzania,MS,Mississippi,Town,25.8974,-96.8528,986,31123,11588,33797,2.67,Eastern/New_York
506,Laurenberg,Turkey,WY,Wyoming,Town,41.255,-90.3699,580,116838,53619,64638,4.41,Pacific/Los_Angeles
507,Rebekahville,Singapore,CT,Connecticut,CDP,28.1766,-83.3416,761,236226,116814,140606,4.61,Eastern/New_York
508,South Davidfort,Marshall Islands,PR,Puerto Rico,Village,40.1556,-78.4239,978,421637,170457,98751,4.9,Pacific/Los_Angeles
509,Ericafurt,Turkey,FL,Florida,CDP,29.0573,-78.1865,953,180471,55714,134797,1.29,Mountain/Denver
510,Port Jacqueline,Bulgaria,WV,West Virginia,Village,29.7431,-106.7718,562,322836,157432,40083,0.38,Pacific/Los_Angeles
511,Gravesstad,Suriname,ME,Maine,Town,38.3647,-106.0182,228,463056,172046,44353,4.98,Central/Chicago
512,Port Jimmyside,Canada,OK,Oklahoma,Village,33.3311,-107.5541,499,20280,6574,77916,3.81,Eastern/New_York
513,Dorothyberg,Saint Kitts and Nevis,AR,Arkansas,Town,36.79,-106.1847,807,482023,196994,87824,0.32,Eastern/New_York
514,West Antonio,Ecuador,VA,Virginia,Hamlet,45.6666,-82.2129,898,408498,126444,80295,1.91,Mountain/Denver
515,Christopherburgh,Australia,ND,North Dakota,Town,48.831,-114.9923,903,236967,78911,96310,4.47,Central/Chicago
516,New Stacytown,Albania,AZ,Arizona,CDP,41.9205,-122.7376,648,451997,200005,148084,0.63,Central/Chicago
517,New Christopher,Nepal,IA,Iowa,Hamlet,26.5615,-105.4027,200,445780,194657,122830,4,Pacific/Los_Angeles
518,Costaville,Bangladesh,DC,District of Columbia,Town,35.6128,-82.7738,291,192221,87980,122739,4.75,Mountain/Denver
519,Jamesville,Puerto Rico,VA,Virginia,City,35.7943,-112.8852,426,63094,21312,69562,4.56,Eastern/New_York
520,Wilsonborough,Hong Kong,CT,Connecticut,CDP,40.1752,-117.7637,843,106474,46298,97171,1.38,Central/Chicago
521,Katrinaside,Chile,SC,South Carolina,City,32.2176,-90.7315,815,422382,168665,78832,0.84,Eastern/New_York
522,Cherylchester,Tajikistan,NM,New Mexico,Town,26.1429,-94.0121,700,240898,73314,82702,2.03,Eastern/New_York
523,New Karen,Cook Islands,OK,Oklahoma,Village,34.6499,-96.5086,321,491208,192277,29160,2.85,Pacific/Los_Angeles
524,New Veronica,Kiribati,OH,Ohio,City,34.6798,-84.5393,253,355087,160628,140856,0.11,Eastern/New_York
525,Port Preston,Russian Federation,WI,Wisconsin,Village,37.0007,-79.9014,658,218642,95170,99432,2.42,Mountain/Denver
526,North Kurtview,Saint Helena,AK,Alaska,Hamlet,30.2553,-117.0383,292,422802,159460,37871,2.2,Eastern/New_York
527,Davilaton,Germany,VT,Vermont,City,27.3546,-68.9917,625,225770,111529,74380,3.16,Eastern/New_York
528,Lake Karenview,New Zealand,NJ,New Jersey,Town,25.9343,-79.9727,456,323641,161677,57051,4.22,Eastern/New_York
529,Wintersborough,British Virgin Islands,VT,Vermont,Town,46.9369,-94.0659,997,457648,164461,109590,1.26,Eastern/New_York
530,West Kennethborough,Poland,MN,Minnesota,City,31.4977,-78.9538,780,41160,18415,112357,1.6,Central/Chicago
531,West Richardberg,San Marino,NE,Nebraska,City,33.7855,-102.2812,342,374911,155252,49146,1.23,Mountain/Denver
532,South Lorichester,Jamaica,KS,Kansas,Hamlet,38.0077,-91.7804,818,139062,69288,41971,1.5,Pacific/Los_Angeles
533,Howardton,France,DE,Delaware,Hamlet,31.9014,-80.2127,825,138091,46641,76812,2.14,Eastern/New_York
534,Jaredborough,Guatemala,PA,Pennsylvania,Village,34.8235,-95.9286,375,64628,26028,103684,1.16,Mountain/Denver
535,Lake Gregoryland,Nigeria,IN,Indiana,Hamlet,37.3106,-116.9474,443,140761,65769,72741,4.3,Mountain/Denver
536,Kirktown,Ethiopia,KY,Kentucky,Town,29.1549,-79.3258,808,327844,141994,98908,4,Central/Chicago
537,West Georgemouth,Luxembourg,DC,District of Columbia,CDP,45.1748,-100.382,832,191134,69152,144986,3.05,Central/Chicago
538,Carterview,Ethiopia,CO,Colorado,Town,38.8342,-97.2243,871,257725,98172,131752,4.99,Pacific/Los_Angeles
539,North Elizabeth,Honduras,NH,New Hampshire,Village,34.8163,-79.9215,554,179245,75305,77739,0.28,Pacific/Los_Angeles
540,Andrewsville,Saudi Arabia,ID,Idaho,CDP,29.5132,-112.9235,310,152171,75175,84809,4.08,Eastern/New_York
541,Johnsonhaven,Belize,ND,North Dakota,CDP,31.8611,-90.6657,382,93911,31745,143457,1.23,Central/Chicago
542,Ellisburgh,Malta,TX,Texas,City,47.3856,-71.1279,659,310752,134135,119101,3.75,Central/Chicago
543,New Makaylafurt,Bosnia and Herzegovina,IA,Iowa,Town,26.8579,-71.888,267,245580,117050,56026,1.72,Mountain/Denver
544,Tinaside,Korea,WY,Wyoming,City,37.1624,-109.5759,375,407808,135061,98433,2.32,Pacific/Los_Angeles
545,Ericshire,United States Minor Outlying Islands,KS,Kansas,CDP,30.8953,-88.6566,213,336029,122656,126701,4.16,Mountain/Denver
546,Sarahstad,Zimbabwe,MD,Maryland,Town,39.8264,-93.9073,445,404819,168472,47118,3.08,Eastern/New_York
547,Nelsonhaven,Tokelau,NM,New Mexico,City,29.9406,-69.5408,339,349365,167986,146653,3.64,Mountain/Denver
548,Lake Michelle,Congo,MD,Maryland,Village,38.6971,-121.8091,613,244867,104481,42966,4.87,Central/Chicago
549,North Marcohaven,Saint Lucia,AZ,Arizona,Hamlet,40.752,-92.2062,577,74116,29460,105789,4.88,Mountain/Denver
550,Wilsonport,Palestinian Territory,MD,Maryland,Village,32.1977,-112.0418,963,385026,121556,146244,4.14,Pacific/Los_Angeles
551,West Chelseaview,Faroe Islands,OK,Oklahoma,Village,30.1165,-119.9116,873,66233,31478,25316,4.59,Mountain/Denver
552,West Danielville,Togo,MA,Massachusetts,Village,44.7705,-122.3798,299,47464,20219,48206,1.67,Central/Chicago
553,Frankbury,Korea,KS,Kansas,Village,37.3731,-115.8391,915,287291,92225,145878,2.71,Central/Chicago
554,New Desireemouth,Albania,CO,Colorado,Village,46.8772,-122.6295,829,435950,151994,24573,2.01,Mountain/Denver
555,Ortizview,Azerbaijan,IN,Indiana,Hamlet,29.4756,-102.925,785,8692,2887,53709,3.16,Pacific/Los_Angeles
556,South Donnachester,Portugal,OH,Ohio,City,32.952,-102.8191,806,161028,74967,129471,2.36,Eastern/New_York
557,Kelleystad,British Indian Ocean Territory (Chagos Archipelago),MS,Mississippi,Hamlet,44.647,-97.6345,619,233236,114186,42629,1.6,Mountain/Denver
558,South Josephshire,Slovenia,TN,Tennessee,Town,41.2803,-73.2389,362,74478,30034,66025,1.21,Eastern/New_York
559,Malonehaven,Turkmenistan,SD,South Dakota,CDP,27.2196,-104.9929,876,270476,106879,140941,4.33,Mountain/Denver
560,Princemouth,Papua New Guinea,MO,Missouri,City,48.5847,-71.4204,377,184977,72879,23492,2.42,Pacific/Los_Angeles
561,South Brian,Netherlands,NV,Nevada,Village,37.5708,-91.5949,967,415769,176029,134971,1.8,Pacific/Los_Angeles
562,Michelleport,Bolivia,NV,Nevada,Town,31.9112,-112.1104,528,480109,179463,111968,2.36,Pacific/Los_Angeles
563,South Mariahhaven,Panama,CO,Colorado,Village,44.2258,-98.9701,505,418689,137595,138520,3.93,Mountain/Denver
564,Stephanietown,Tuvalu,VA,Virginia,Town,38.2121,-77.4055,221,256912,100564,99474,0.32,Central/Chicago
565,West Ryan,Netherlands Antilles,MS,Mississippi,Town,45.8556,-116.4254,453,390798,166587,62248,1.61,Pacific/Los_Angeles
566,South Alfredfort,Isle of Man,FL,Florida,Village,36.0374,-74.187,369,336145,118395,40241,2.53,Central/Chicago
567,South Victoriaside,Cape Verde,MO,Missouri,Town,37.3403,-85.427,364,134418,59672,88668,4.64,Pacific/Los_Angeles
568,West Lisamouth,Portugal,MS,Mississippi,Village,48.1979,-76.1393,825,374274,118688,75832,1.1,Central/Chicago
569,South Lindsay,Chad,NJ,New Jersey,Town,37.7844,-105.8678,583,264039,101876,30029,1.99,Central/Chicago
570,Arroyoport,Martinique,KS,Kansas,Town,45.3769,-79.1582,528,320640,127789,31184,4.89,Mountain/Denver
571,Larsonton,Nigeria,TN,Tennessee,Town,38.7163,-99.9193,830,173972,66750,111672,4.8,Central/Chicago
572,East Jon,Gabon,MN,Minnesota,Village,27.9815,-119.1938,693,486778,185938,117512,2.85,Eastern/New_York
573,Tylerborough,Montserrat,LA,Louisiana,Village,41.8904,-76.2555,491,104590,49947,128576,0.43,Eastern/New_York
574,Sullivanfurt,French Guiana,NJ,New Jersey,Village,44.7333,-117.7527,798,92201,37303,82056,2.22,Central/Chicago
575,Jessicamouth,Belize,KS,Kansas,Town,35.7844,-72.7105,819,343284,119066,28076,0.15,Pacific/Los_Angeles
576,East Tanya,Portugal,WV,West Virginia,Village,34.1287,-76.6444,705,45149,18533,69835,3.24,Eastern/New_York
577,Mistyville,Guyana,AK,Alaska,Village,35.7532,-111.2984,881,149210,49255,146774,0.42,Central/Chicago
578,North Jennifer,Chile,NH,New Hampshire,City,27.3154,-104.2292,900,107177,39228,28168,4.2,Eastern/New_York
579,East Kevin,Dominica,NM,New Mexico,Hamlet,40.8952,-78.2701,303,59785,20376,134214,0.72,Eastern/New_York
580,Terrymouth,Jersey,NV,Nevada,City,31.313,-114.8971,470,457462,196954,87163,4.32,Mountain/Denver
581,Lake Amy,Albania,NE,Nebraska,CDP,27.5435,-91.2985,205,90701,35058,99128,4.26,Central/Chicago
582,Taylormouth,Fiji,LA,Louisiana,Village,32.0401,-89.7722,897,32255,16010,65800,3.25,Mountain/Denver
583,Brucetown,Nauru,OR,Oregon,Town,38.8475,-102.5223,537,13286,4978,69408,4.48,Eastern/New_York
584,Lake Ryan,North Macedonia,MI,Michigan,Hamlet,40.2516,-106.6993,830,308503,149863,131523,2.59,Eastern/New_York
585,Olsenborough,Argentina,NY,New York,City,46.4324,-80.8903,237,219350,74219,131507,1.32,Eastern/New_York
586,West Robintown,Grenada,NJ,New Jersey,CDP,43.8265,-117.1258,845,496117,207991,145668,2.83,Eastern/New_York
587,Andersonmouth,Iceland,WV,West Virginia,CDP,44.9689,-115.2056,780,87533,34398,96169,0.56,Eastern/New_York
588,Josephfurt,Estonia,NC,North Carolina,Hamlet,38.8973,-119.6462,970,75522,32104,60609,0.41,Eastern/New_York
589,North Angela,Lithuania,IL,Illinois,Village,34.1481,-81.0096,867,168295,83781,108486,0.84,Eastern/New_York
590,Rodriguezberg,French Guiana,ME,Maine,City,30.1028,-75.6897,463,411328,186965,132026,0.81,Eastern/New_York
591,Scottmouth,Yemen,SD,South Dakota,Hamlet,35.732,-114.175,702,339115,150584,71392,2.99,Pacific/Los_Angeles
592,New Valeriefurt,Guernsey,ID,Idaho,CDP,47.0631,-122.993,240,486416,149522,130410,2.4,Pacific/Los_Angeles
593,Higginsview,Indonesia,TN,Tennessee,CDP,45.4206,-105.5008,903,115770,53258,112762,3.9,Eastern/New_York
594,Lake Christina,Andorra,CA,California,City,42.8928,-67.6952,662,52348,21694,106339,4.68,Mountain/Denver
595,Claudiaberg,Mali,MN,Minnesota,CDP,32.5562,-81.7609,237,480686,163488,86282,4.92,Pacific/Los_Angeles
596,Sarahville,Guatemala,MS,Mississippi,CDP,40.8232,-118.9773,617,130081,57292,54314,3.12,Eastern/New_York
597,New Kevinbury,Maldives,MN,Minnesota,Village,40.139,-103.0717,970,404784,163094,115986,3.52,Mountain/Denver
598,Walkerberg,Latvia,KY,Kentucky,City,44.4728,-117.0491,713,163645,74138,21630,1.24,Mountain/Denver
599,Duaneburgh,Korea,AZ,Arizona,Town,36.1748,-102.3568,282,206639,92020,70138,2.1,Eastern/New_York
600,North Jeffreyport,Switzerland,AK,Alaska,Town,46.0519,-117.6105,507,189659,86161,140368,4.92,Mountain/Denver
601,West Allenfort,Aruba,IA,Iowa,Hamlet,37.8663,-91.2505,351,464372,153640,33335,2.75,Mountain/Denver
602,West Dennisville,Belarus,PR,Puerto Rico,Town,25.067,-122.8491,345,222325,93590,23288,1.16,Central/Chicago
603,Lake Andrewport,Somalia,LA,Louisiana,Village,28.3969,-116.3703,507,56373,19387,39398,0.54,Pacific/Los_Angeles
604,Port Kevinburgh,Kenya,ME,Maine,Town,45.2549,-119.1961,308,315860,146781,26948,4.1,Eastern/New_York
605,Jennifershire,Namibia,PR,Puerto Rico,CDP,28.6448,-108.0005,524,115197,40587,77104,2.41,Eastern/New_York
606,North Danielland,Czech Republic,AZ,Arizona,Town,48.6648,-85.4062,564,405454,200932,23814,3.03,Central/Chicago
607,Lydiaton,Romania,MD,Maryland,Town,38.016,-121.1366,333,346104,148700,64723,3.53,Eastern/New_York
608,East Michaelchester,United States Virgin Islands,LA,Louisiana,Hamlet,40.3171,-101.4641,848,382841,160488,138935,1.27,Mountain/Denver
609,Watsonstad,France,NE,Nebraska,Town,48.6453,-69.1817,700,28469,10049,64261,4.18,Central/Chicago
610,Blackfort,Tonga,IN,Indiana,Village,39.2458,-111.0449,740,331460,100001,148389,4.95,Pacific/Los_Angeles
611,East Brianfort,Malta,RI,Rhode Island,Hamlet,39.6877,-105.259,675,287556,120988,29735,2.3,Pacific/Los_Angeles
612,Rodriguezbury,Mauritania,LA,Louisiana,CDP,36.3813,-114.2482,498,66562,28458,112048,0.4,Central/Chicago
613,Penaview,Western Sahara,PA,Pennsylvania,City,44.8818,-87.0154,343,172165,58771,66300,4.51,Mountain/Denver
614,Josephshire,Botswana,HI,Hawaii,Village,44.5545,-74.3618,944,95956,42394,55093,2.18,Pacific/Los_Angeles
615,West Elizabethland,Greece,KS,Kansas,CDP,41.6904,-70.7205,691,278093,121933,84247,1.53,Eastern/New_York
616,Joshuaborough,Azerbaijan,IN,Indiana,Village,32.1403,-112.4528,808,87229,32694,66830,2.63,Pacific/Los_Angeles
617,Jacksonshire,Morocco,WA,Washington,Village,30.2906,-81.2997,827,265898,96152,118911,1.91,Mountain/Denver
618,Annaville,Croatia,AK,Alaska,CDP,30.8389,-72.9858,666,425392,185023,59728,3.6,Mountain/Denver
619,Brandonburgh,Cambodia,MS,Mississippi,CDP,40.7431,-98.8688,476,387255,130768,87780,3.47,Mountain/Denver
620,Lake Sierrashire,Jersey,MA,Massachusetts,City,25.255,-94.5437,997,20784,9627,137323,2.86,Central/Chicago
621,Port Jay,Bangladesh,OH,Ohio,CDP,47.011,-73.9738,892,144634,47034,83984,2.42,Eastern/New_York
622,Davidmouth,Turkey,NJ,New Jersey,Hamlet,31.3254,-115.8188,908,251527,115038,90680,0.48,Pacific/Los_Angeles
623,North Jose,Angola,DE,Delaware,Town,41.5669,-79.8865,899,176850,58627,94787,3.24,Central/Chicago
624,Jasonshire,Palestinian Territory,CT,Connecticut,Hamlet,28.9735,-97.2044,932,29654,9049,66225,2.27,Pacific/Los_Angeles
625,Thomasstad,Fiji,OR,Oregon,Hamlet,47.0078,-72.4445,898,24862,12193,60823,1.55,Pacific/Los_Angeles
626,New Ronnie,Japan,RI,Rhode Island,Hamlet,26.4405,-79.6474,924,434894,130614,64769,4.99,Mountain/Denver
627,Donnamouth,French Polynesia,WA,Washington,City,46.6931,-114.2372,673,115795,46809,142770,3.34,Pacific/Los_Angeles
628,South Shelly,French Polynesia,CT,Connecticut,Hamlet,27.3968,-103.4092,629,465236,209107,51588,4.95,Mountain/Denver
629,South Erin,Ukraine,IN,Indiana,Town,45.4649,-95.9074,748,42146,14823,53760,4.32,Pacific/Los_Angeles
630,New Richard,Honduras,DC,District of Columbia,Hamlet,27.8878,-98.8925,597,481047,185412,127933,3.61,Eastern/New_York
631,Curtisberg,Bermuda,MA,Massachusetts,Town,29.6834,-112.631,789,297539,112177,91823,2.6,Central/Chicago
632,Benjaminborough,Antigua and Barbuda,AZ,Arizona,Hamlet,48.4601,-75.862,388,417972,145053,93677,3.29,Central/Chicago
633,South Justin,British Indian Ocean Territory (Chagos Archipelago),AL,Alabama,Village,40.4673,-124.2605,988,6347,2904,30243,3.04,Eastern/New_York
634,Gardnerside,Turks and Caicos Islands,PA,Pennsylvania,Hamlet,47.7781,-123.3778,455,287981,113125,54019,2.29,Eastern/New_York
635,Port Karen,Montenegro,CA,California,CDP,44.7931,-86.6147,414,140615,59040,145296,0.19,Central/Chicago
636,Anthonyborough,Estonia,AK,Alaska,City,42.0018,-120.0391,333,319361,102785,144376,0.67,Mountain/Denver
637,Port Heather,Qatar,WV,West Virginia,Town,36.6795,-67.5351,347,407955,148266,38303,0.22,Eastern/New_York
638,Port Charlesmouth,Honduras,NE,Nebraska,Town,39.1735,-111.7486,331,214463,90125,115632,4.76,Eastern/New_York
639,Gloverberg,Tokelau,NY,New York,City,39.2036,-67.333,666,57334,24452,20276,1.51,Central/Chicago
640,South Justintown,Heard Island and McDonald Islands,AK,Alaska,Hamlet,35.3614,-89.3536,974,447358,155561,79366,1.09,Central/Chicago
641,West David,Falkland Islands (Malvinas),MS,Mississippi,Town,40.4516,-100.0769,516,52094,17915,51945,3.29,Eastern/New_York
642,West Rebeccaland,Albania,CA,California,Town,27.563,-122.4356,494,488081,190821,90580,0.98,Eastern/New_York
643,Adkinston,Saint Helena,NE,Nebraska,Hamlet,34.0094,-84.5607,853,318201,150744,54382,4.72,Mountain/Denver
644,Jenkinsville,Fiji,MI,Michigan,City,43.2128,-91.8796,337,183374,80878,90740,4.57,Mountain/Denver
645,East Ronald,Algeria,MT,Montana,City,41.4491,-101.9241,721,170420,57456,98846,4.61,Central/Chicago
646,Tylerfurt,Kiribati,CA,California,Village,40.9106,-99.0335,853,37457,12976,132524,2.17,Pacific/Los_Angeles
647,Carlashire,Denmark,FL,Florida,Town,36.6897,-110.9598,865,297154,146953,99362,3.01,Eastern/New_York
648,West Markview,Slovenia,DE,Delaware,Village,31.3077,-109.2573,921,218278,106859,133033,1.58,Mountain/Denver
649,Maryville,Guatemala,HI,Hawaii,City,37.0889,-73.5461,231,145463,55295,106194,4.69,Central/Chicago
650,Miguelport,Portugal,WA,Washington,Hamlet,48.4292,-94.6292,950,347478,140875,120947,4.12,Mountain/Denver
651,South David,Philippines,AR,Arkansas,CDP,43.6345,-117.9614,724,260373,97459,68697,1.82,Pacific/Los_Angeles
652,Mcmahonport,Sierra Leone,ID,Idaho,Village,29.6807,-76.3257,309,44349,13658,87999,1.14,Mountain/Denver
653,Wilsonshire,Aruba,VA,Virginia,Hamlet,44.597,-115.0288,637,437211,174333,128269,2.13,Pacific/Los_Angeles
654,Port Sarahland,Djibouti,MI,Michigan,City,25.4185,-69.7811,619,208320,100507,107284,0.96,Pacific/Los_Angeles
655,East Pamela,Bolivia,OH,Ohio,Town,38.2342,-99.2829,608,155788,61371,97327,1.94,Eastern/New_York
656,Carolbury,Mozambique,AL,Alabama,CDP,45.4642,-90.9496,945,88970,29724,102032,3.34,Eastern/New_York
657,South Rebeccaland,North Macedonia,IN,Indiana,CDP,34.2502,-109.5191,948,83398,30381,66449,2.34,Mountain/Denver
658,North Christinefurt,Belarus,AR,Arkansas,City,30.2742,-87.5403,448,141801,53703,84252,1.92,Mountain/Denver
659,Davidmouth,Kyrgyz Republic,KY,Kentucky,Hamlet,26.9813,-107.0414,295,262552,127942,129038,0.65,Central/Chicago
